judul,author,image,amazon_url
Austerlitz ,W. G. Sebald,https://images-na.ssl-images-amazon.com/images/I/51CpTB-qFaL._SL160_.jpg,https://www.amazon.com/Austerlitz-Modern-Library-Paperback-Sebald/dp/0812982614?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0812982614
Confessions of Zeno,Italo Svevo,http://ecx.images-amazon.com/images/I/51eN5ec0WPL._SL160_.jpg,http://www.amazon.com/Zenos-Conscience-Novel-Italo-Svevo/dp/0375727760%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0375727760
Dracula,Bram Stoker,https://images-na.ssl-images-amazon.com/images/I/51NtwFIGPfL._SL160_.jpg,https://www.amazon.com/Dracula-Bram-Stoker/dp/0486411095?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486411095
Women in Love,D. H. Lawrence,https://images-na.ssl-images-amazon.com/images/I/51QDsdn4GvL._SL160_.jpg,https://www.amazon.com/Women-Love-Penguin-Classics-Lawrence/dp/0141441542?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0141441542
Of Mice and Men,John Steinbeck,https://images-na.ssl-images-amazon.com/images/I/61c9yz9IzfL._SL160_.jpg,https://www.amazon.com/Mice-Men-John-Steinbeck/dp/0140177396?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140177396
The Complete Sherlock Holmes,Arthur Conan Doyle,http://ecx.images-amazon.com/images/I/51tR8xIWeYL._SL160_.jpg,https://www.amazon.com/Complete-Sherlock-Holmes-Knickerbocker-Classics/dp/1937994309?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1937994309
The Waves,Virginia Woolf,http://ecx.images-amazon.com/images/I/4147o2XjOqL._SL160_.jpg,http://www.amazon.com/The-Waves-Virginia-Woolf/dp/0156949601%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0156949601
Rabbit Redux,John Updike,https://images-na.ssl-images-amazon.com/images/I/514-i3RtSZL._SL160_.jpg,https://www.amazon.com/Rabbit-Redux-John-Updike/dp/0449911934?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0449911934
The Hound of the Baskervilles,Arthur Conan Doyle,https://images-na.ssl-images-amazon.com/images/I/41wTwG%2BqvGL._SL160_.jpg,https://www.amazon.com/Hound-Baskervilles-Dover-Thrift-Editions/dp/0486282147?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486282147
The Leopard,Giuseppe Tomasi di Lampedusa,https://images-na.ssl-images-amazon.com/images/I/31kcqYEAitL._SL160_.jpg,https://www.amazon.com/Leopard-Novel-Giuseppe-Lampedusa/dp/0375714790?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0375714790
2666,Roberto Bolaño,https://images-na.ssl-images-amazon.com/images/I/61boP72ELYL._SL160_.jpg,https://www.amazon.com/2666-Novel-Roberto-Bola%C3%B1o/dp/0312429215?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0312429215
Eugenie Grandet,Honoré de Balzac,http://ecx.images-amazon.com/images/I/51NQ42SNJIL._SL160_.jpg,http://www.amazon.com/Eug%C3%A9nie-Grandet-Balzac-Honor%C3%A9/dp/1537682725%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1537682725
A Room With a View,E. M. Forster,http://ecx.images-amazon.com/images/I/411seJ9QbxL._SL160_.jpg,http://www.amazon.com/Room-View-M-Forster/dp/1533593507%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1533593507
Bonfire of the Vanities,Tom Wolfe,https://images-na.ssl-images-amazon.com/images/I/51kjljnmEDL._SL160_.jpg,https://www.amazon.com/Bonfire-Vanities-Tom-Wolfe/dp/0312427573?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0312427573
The House of the Spirits,Isabel Allende,http://ecx.images-amazon.com/images/I/51RR9yHMRCL._SL160_.jpg,http://www.amazon.com/The-House-Spirits-A-Novel/dp/0553383809%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0553383809
Twenty Thousand Leagues Under the Sea,Jules Verne,https://images-na.ssl-images-amazon.com/images/I/51eSGaT2VsL._SL160_.jpg,http://www.amazon.com/Leagues-Under-Sterling-Unabridged-Classics/dp/140272599X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D140272599X
The Princess of Cleves,Madame de La Fayette,http://ecx.images-amazon.com/images/I/41S-pxT%2Bb5L._SL160_.jpg,http://www.amazon.com/The-Princesse-Cleves-Penguin-Classics/dp/0140445870%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140445870
The Wind-Up Bird Chronicle,Haruki Murakami,https://images-na.ssl-images-amazon.com/images/I/51TeqiYEuSL._SL160_.jpg,https://www.amazon.com/Wind-Up-Bird-Chronicle-Novel/dp/0679775439?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679775439
The Plague,Albert Camus,https://images-na.ssl-images-amazon.com/images/I/51MnPSVuabL._SL160_.jpg,https://www.amazon.com/Plague-Albert-Camus/dp/0679720219?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679720219
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,https://images-na.ssl-images-amazon.com/images/I/41q385W3p9L._SL160_.jpg,https://www.amazon.com/Strange-Jekyll-Dover-Thrift-Editions/dp/0486266885?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486266885
The Stories of John Cheever,John Cheever,https://images-na.ssl-images-amazon.com/images/I/411SqqhIUlL._SL160_.jpg,https://www.amazon.com/Stories-John-Cheever/dp/0375724427?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0375724427
Fahrenheit 451,Ray Bradbury,http://ecx.images-amazon.com/images/I/41Cx8mY2UNL._SL160_.jpg,https://www.amazon.com/Fahrenheit-451-Novel-Ray-Bradbury/dp/1451673310%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1451673310
The Hobbit,J. R. R. Tolkien,https://images-na.ssl-images-amazon.com/images/I/51uLvJlKpNL._SL160_.jpg,https://www.amazon.com/Hobbit-J-R-Tolkien/dp/054792822X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=054792822X
Jude the Obscure,Thomas Hardy,https://images-na.ssl-images-amazon.com/images/I/41fHup9B2bL._SL160_.jpg,https://www.amazon.com/Obscure-Penguin-Classics-Thomas-Hardy/dp/0140435387?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140435387
Nineteen Nineteen,John Dos Passos,/assets/noimage-f03a9daebabba93a6afb5c3828c9b12f4f172d3ca3ff6010feab08b7f2226663.jpg,
The Big Money,John Dos Passos,http://ecx.images-amazon.com/images/I/51rSTWoEJQL._SL160_.jpg,http://www.amazon.com/The-Big-Money-John-Passos/dp/B000EM78EA%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000EM78EA
The 42nd Parallel,John Dos Passos,http://ecx.images-amazon.com/images/I/512KzmDeynL._SL160_.jpg,http://www.amazon.com/America-Narrative-History-Brief-Tenth/dp/0393265978%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0393265978
Independent People,Halldor Laxness,http://ecx.images-amazon.com/images/I/512uehJq7aL._SL160_.jpg,http://www.amazon.com/Independent-People-Halldor-Laxness/dp/0679767924%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0679767924
The House of Mirth,Edith Wharton,https://images-na.ssl-images-amazon.com/images/I/41Twi6fBU9L._SL160_.jpg,https://www.amazon.com/House-Mirth-Edith-Wharton/dp/1520296215%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1520296215
The World According to Garp,John Irving,http://ecx.images-amazon.com/images/I/517dWMEHijL._SL160_.jpg,https://www.amazon.com/World-According-Garp-John-Irving/dp/034536676X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=034536676X
The Republic,Plato,https://images-na.ssl-images-amazon.com/images/I/51niMGKIfdL._SL160_.jpg,https://www.amazon.com/Republic-Dover-Thrift-Editions/dp/0486411214?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486411214
The Stand,Stephen King,https://images-na.ssl-images-amazon.com/images/I/41DmhS44V-L._SL160_.jpg,https://www.amazon.com/Stand-Stephen-King/dp/0307947300?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0307947300
Clarissa,Samuel Richardson,https://images-na.ssl-images-amazon.com/images/I/51V43mAcOIL._SL160_.jpg,https://www.amazon.com/Clarissa-History-Young-Penguin-Classics/dp/0140432159?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140432159
The Good Soldier Svejk,Jaroslav Hašek,http://ecx.images-amazon.com/images/I/51M585qnjnL._SL160_.jpg,http://www.amazon.com/Mad-Catastrophe-Outbreak-Collapse-Habsburg/dp/0465028357%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0465028357
Electra,Sophocles,https://images-na.ssl-images-amazon.com/images/I/5199Ba8VpGL._SL160_.jpg,https://www.amazon.com/Electra-Other-Plays-Penguin-Classics/dp/0140449787?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140449787
The Picture of Dorian Gray,Oscar Wilde,http://ecx.images-amazon.com/images/I/512QjU9MuJL._SL160_.jpg,http://www.amazon.com/Picture-Dorian-Gray-Oscar-Wilde/dp/1492740381%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1492740381
The Hitchhiker's Guide to the Galaxy,Douglas Adams,https://images-na.ssl-images-amazon.com/images/I/51Ine%2BshI8L._SL160_.jpg,https://www.amazon.com/Hitchhikers-Guide-Galaxy-Douglas-Adams/dp/0345391802?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0345391802
Collected Poems,Wallace Stevens,https://images-na.ssl-images-amazon.com/images/I/41BhFGlw-5L._SL160_.jpg,https://www.amazon.com/Collected-Poems-Wallace-Stevens/dp/0679726691?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679726691
Harry Potter And The Philosopher's Stone,J. K Rowling,http://ecx.images-amazon.com/images/I/51MU5VilKpL._SL160_.jpg,http://www.amazon.com/Harry-Potter-Sorcerers-Stone-Book/dp/059035342X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D059035342X
American Pastoral,Philip Roth,https://images-na.ssl-images-amazon.com/images/I/51RxKxdbtAL._SL160_.jpg,https://www.amazon.com/American-Pastoral-Trilogy-Vintage-International/dp/0375701427?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0375701427
Love in the Time of Cholera,Gabriel Garcia Marquez,https://images-na.ssl-images-amazon.com/images/I/41%2BHorgT4YL._SL160_.jpg,https://www.amazon.com/Love-Time-Cholera-Oprahs-Book/dp/0307389731?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0307389731
Atlas Shrugged,Ayn Rand,http://ecx.images-amazon.com/images/I/51i2e0bukdL._SL160_.jpg,https://www.amazon.com/Atlas-Shrugged-Ayn-Rand/dp/0451191145?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0451191145
Stranger in a Strange Land,Robert A. Heinlein,https://images-na.ssl-images-amazon.com/images/I/51y84AZDfML._SL160_.jpg,http://www.amazon.com/Stranger-Strange-Land-Penguin-Galaxy/dp/0143111620%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0143111620
Winnie the Pooh,A. A Milne,http://ecx.images-amazon.com/images/I/41cSHC9y2SL._SL160_.jpg,https://www.amazon.com/Complete-Tales-Winnie-Pooh/dp/0525457232?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0525457232
Kim,Rudyard Kipling,http://ecx.images-amazon.com/images/I/513c7ZVxcsL._SL160_.jpg,http://www.amazon.com/Kim-Rudyard-Kipling/dp/1535386525%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1535386525
The Man Without Qualities,Robert Musil,https://images-na.ssl-images-amazon.com/images/I/51MALBME72L._SL160_.jpg,https://www.amazon.com/Man-Without-Qualities-Vol-Introduction/dp/0679767878?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679767878
A Doll's House,Henrik Ibsen,https://images-na.ssl-images-amazon.com/images/I/41CsPTVXGiL._SL160_.jpg,https://www.amazon.com/Dolls-House-Dover-Thrift-Editions/dp/0486270629?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486270629
Rabbit at Rest,John Updike,https://images-na.ssl-images-amazon.com/images/I/51WO6W7SOAL._SL160_.jpg,https://www.amazon.com/Rabbit-at-Rest-John-Updike/dp/0449911942?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0449911942
Hunger,Knut Hamsun,https://images-na.ssl-images-amazon.com/images/I/51REKcAZ0fL._SL160_.jpg,http://www.amazon.com/Hunger-Hamsun-Knut/dp/1110296223%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1110296223
Memoirs of Hadrian,Marguerite Yourcenar,https://images-na.ssl-images-amazon.com/images/I/51afrIRGIjL._SL160_.jpg,https://www.amazon.com/Memoirs-Hadrian-Classics-Marguerite-Yourcenar/dp/0374529264?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0374529264
Dune,Frank Herbert,https://images-na.ssl-images-amazon.com/images/I/41UZeCEKOBL._SL160_.jpg,https://www.amazon.com/Dune-Chronicles-Book-1/dp/0441013597?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0441013597
Berlin Alexanderplatz,Alfred Döblin,http://ecx.images-amazon.com/images/I/51vFr379cwL._SL160_.jpg,https://www.amazon.com/Berlin-Alexanderplatz-Geschichte-Franz-Biberkopf/dp/3596521491?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=3596521491
The Tempest,William Shakespeare,http://ecx.images-amazon.com/images/I/51ZeEdDbPvL._SL160_.jpg,https://www.amazon.com/Tempest-Folger-Shakespeare-Library/dp/0743482832?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0743482832
The Three Musketeers,Alexandre Dumas,https://images-na.ssl-images-amazon.com/images/I/51-WVPYa4NL._SL160_.jpg,http://www.amazon.com/Classic-Starts%C2%99-Three-Musketeers-Series/dp/1402736959%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1402736959
The Book of Disquiet,Fernando Pessoa,https://images-na.ssl-images-amazon.com/images/I/5105gpB-xFL._SL160_.jpg,https://www.amazon.com/Book-Disquiet-Penguin-Classics/dp/0141183047?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0141183047
The Road,Cormac McCarthy,https://images-na.ssl-images-amazon.com/images/I/41OYjTKJ8eL._SL160_.jpg,https://www.amazon.com/Road-Cormac-McCarthy/dp/0307387895?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0307387895
If on a Winter's Night a Traveller ,Italo Calvino,http://ecx.images-amazon.com/images/I/419U6fpxvSL._SL160_.jpg,http://www.amazon.com/Winters-Night-Traveler-Italo-Calvino/dp/0156439611%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0156439611
The Long Goodbye: A Novel,Raymond Chandler,http://ecx.images-amazon.com/images/I/41yGg-mFLsL._SL160_.jpg,http://www.amazon.com/The-Long-Goodbye-Raymond-Chandler/dp/0394757688%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0394757688
An American Tragedy,Theodore Dreiser,https://images-na.ssl-images-amazon.com/images/I/511D67DMSXL._SL160_.jpg,https://www.amazon.com/American-Tragedy-Theodore-Dreiser/dp/1985056984?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1985056984
Medea,Euripides,https://images-na.ssl-images-amazon.com/images/I/51rxZeq5T6L._SL160_.jpg,https://www.amazon.com/Medea-Other-Oxford-Worlds-Classics/dp/0199537968?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0199537968
The Amazing Adventures of Kavalier and Clay,Michael Chabon,https://images-na.ssl-images-amazon.com/images/I/5125ypnkW9L._SL160_.jpg,https://www.amazon.com/Amazing-Adventures-Kavalier-Clay/dp/0812983580?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0812983580
Lucky Jim ,Kingsley Amis,https://images-na.ssl-images-amazon.com/images/I/51E9htsTu9L._SL160_.jpg,https://www.amazon.com/Lucky-York-Review-Books-Classics/dp/1590175751?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1590175751
A Tale of Two Cities,Charles Dickens,https://images-na.ssl-images-amazon.com/images/I/51rVPckPtuL._SL160_.jpg,https://www.amazon.com/Tale-Cities-Dover-Thrift-Editions/dp/0486406512?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486406512
Light in August ,William Faulkner,https://images-na.ssl-images-amazon.com/images/I/51fK-tFyoaL._SL160_.jpg,https://www.amazon.com/Light-August-William-Faulkner/dp/0679732268?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679732268
A Dance to the Music of Time,Anthony Powell,https://images-na.ssl-images-amazon.com/images/I/41qZNsa965L._SL160_.jpg,https://www.amazon.com/Dance-Music-Time-First-Movement/dp/0226677141?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0226677141
The Jungle,Upton Sinclair,http://ecx.images-amazon.com/images/I/51X0M6ugI9L._SL160_.jpg,http://www.amazon.com/Jungle-Complete-Unabridged-Upton-Sinclair/dp/1617200514%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1617200514
Herzog ,Saul Bellow,https://images-na.ssl-images-amazon.com/images/I/51doUDq%2BsVL._SL160_.jpg,https://www.amazon.com/Herzog-Penguin-Classics-Saul-Bellow/dp/0142437298?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0142437298
The Poems of Robert Frost,Robert Frost,http://ecx.images-amazon.com/images/I/41h4MnbSEZL._SL160_.jpg,http://www.amazon.com/Robert-Frost-Collected-Library-America/dp/188301106X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D188301106X
The Time Machine,H. G. Wells,https://images-na.ssl-images-amazon.com/images/I/51Fpsbpr54L._SL160_.jpg,https://www.amazon.com/Time-Machine-Dover-Thrift-Editions/dp/0486284727?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486284727
Parade's End,Ford Madox Ford,https://images-na.ssl-images-amazon.com/images/I/41A5ZZGt8dL._SL160_.jpg,https://www.amazon.com/Parades-End-Book-Some-Not/dp/1479242985?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1479242985
Epic of Gilgamesh,Unknown,http://ecx.images-amazon.com/images/I/51-cOsG2bTL._SL160_.jpg,http://www.amazon.com/The-Epic-Gilgamesh-English-Introduction/dp/014044100X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D014044100X
Song of Solomon,Toni Morrison,https://images-na.ssl-images-amazon.com/images/I/41P-CfLMjwL._SL160_.jpg,https://www.amazon.com/Song-Solomon-Toni-Morrison/dp/140003342X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=140003342X
Portnoy's Complaint ,Philip Roth,https://images-na.ssl-images-amazon.com/images/I/41Wq4EaKpHL._SL160_.jpg,https://www.amazon.com/Portnoys-Complaint-Philip-Roth/dp/0679756450?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679756450
A House for Mr. Biswas ,V. S. Naipaul,https://images-na.ssl-images-amazon.com/images/I/51XMbglhTtL._SL160_.jpg,https://www.amazon.com/House-Mr-Biswas-V-Naipaul/dp/0375707166?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0375707166
Gravity's Rainbow ,Thomas Pynchon,https://images-na.ssl-images-amazon.com/images/I/61yeguQxH6L._SL160_.jpg,https://www.amazon.com/Gravitys-Rainbow-Penguin-Classics-Deluxe/dp/0143039946?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0143039946
Dubliners,James Joyce,https://images-na.ssl-images-amazon.com/images/I/51arCDhKTeL._SL160_.jpg,https://www.amazon.com/Dubliners-Dover-Thrift-Editions-James/dp/0486268705?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486268705
Brighton Rock,Graham Greene,http://ecx.images-amazon.com/images/I/41FSVVHPN4L._SL160_.jpg,http://www.amazon.com/Brighton-Penguin-Classics-Deluxe-Edition/dp/0142437972%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0142437972
Middlesex,Jeffrey Eugenides,https://images-na.ssl-images-amazon.com/images/I/41HHxQGKa3L._SL160_.jpg,https://www.amazon.com/Middlesex-Novel-Oprahs-Book-Club/dp/0312427735?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0312427735
Steppenwolf,Hermann Hesse,https://images-na.ssl-images-amazon.com/images/I/51U5p6m1KXL._SL160_.jpg,https://www.amazon.com/Steppenwolf-Novel-Hermann-Hesse/dp/0312278675?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0312278675
